recipe_id,user_id,rating,liked,review,date
17586,2002106560,5,1,This is such a hit with my family. We love it. Its the only Enchilada recipe I will use. Highly recommended,2018-04-10
17586,2001944496,5,1,"I added some Old Bay, garlic and pepper. Great recipe. Keep them coming. Love the simplicity. Hubby loved with hot peppers and sour cream. Thank you.",2018-04-22
17586,2000558056,5,1,"I had never made enchiladas before. Other recipes were daunting (dip the tortilla in the sauce, fry it, then...on and on). This was truly easy and has become a hearty but quick go-to meal for us.",2018-08-26
81290,364433,5,1,Very easy and tasty! I cooked my carrots a bit longer because I like them softer. Turned out great. Thanks!,2006-12-19
101389,145960,2,0,"Tastewise, this was pretty good.  But I would prefer a regular panang dish.  I don't know how it could turn out like the picture with nothing in it to help it rise.  The idea is great, but mine turned out more like a pudding and although i didn't dump it out, it was not very satisfying as a meal.  I'd like to see the recipe that uses eggs...",2006-09-12
45688,199848,5,1,Yummy and moist!  I used the optional jam (but used grape).  I marinated for 8 hours. It wasn't too sweet....just right. Thanx for an easy yummy grilled chicken.  I'll make this again.,2006-05-25
45688,167522,5,1,fabulous!!!!  this is so yummy and easy!  Even my picky toddlers ate it up!  This is a wonderful way to eat chicken.  Overnight marinating is the best flavor.  Thank you!,2005-05-02
45688,130819,5,1,"Love having my chicken marinating in the fridge and ready to grill. I agree with MammaChef, this is fabulous! Thank you for an easy to prepare recipe that makes for great grilling. ",2005-05-18
45688,5060,4,1,"We loved the taste of this chicken but found it a little dry. The marinade had wonderful taste and I will make it again but I think next time I will pound the chicken thinner so it will bbq quicker and possibley be more moist.
Thanks for sharing.",2005-05-20
45688,33159,4,1,Very good recipe!  I marinated overnight and omitted the olive oil.  I was surprised with all the different flavours that the raspberry was the strongest.  ,2006-05-06
45688,53932,4,1,"This was quite good, but a little on the sweet side for me.  Next time I think I would halve the amount of brown sugar.  Thanks for sharing the recipe.",2006-05-10
256427,642163,5,1,"Yum! I cut this recipe in half since there is just the two of us, put it in an 8x8 and baked for 45-50 mins.. tasted like the boxed mix, from what I remember. It has been a while since it is a splurge for the real thing. Will definately make again! Thanks for sharing!",2010-01-19
363100,535633,5,1,"This was so easy to make.  So GOOD!  We loved it .  I didn't use the peppers, I thru in some water chestnuts.  I steamed the broccoli before adding in. This was perfect and I will be making it again.  Thanks so much for sharing this recipe Annacia!",2009-04-30
363100,138799,5,1,"This is such a yummy dish and so easy to prepare! I skipped the vegetable oil for browning the chicken and just used a shot of cooking spray which worked well.  This doesn't have much ""sauce"", but you don't need it because the sesame oil and spices/seasonings that cook up with the veggies give you flavor in every bite.  I used the full 4 teaspoons of grated ginger because we love it and the rice vinegar as well. My only mistake was forgetting to add the hot pepper flakes, which I could do without, but hubby would have loved the extra zip :) Thanks for sharing your recipe :)",2009-09-03
363100,280271,5,1,"I was pleasantly surprised with the flavors! I really thought that with so little liquid that there couldn't possibly be a burst of greatness...but once again I was wrong. I served this tasty dish over soba noodles instead of rice. They worked great together. I made as posted with the exception of cutting the recipe in half. I used chicken tenders cut into strips. This is delicious, quick and easy...what more can you ask for. Thanks for posting. Made of Spring PAC 2011.",2011-03-08
363100,226863,5,1,"I loved this!  There isn't much sauce, but with the ginger and garlic, the taste is perfect.  I elected to eat it without rice or noodles, as I am really watching my carbs right now, and this was a wonderful dinner for me tonight.  Thanks for sharing your yummy recipe.",2011-08-08
363100,50509,5,1,"This is a quick dinner, especially if you use frozen stir-fry vegetable mix, which is what I did - I find this to be a great shortcut. I keep peeled ginger root chunks in the freezer, so it's always ready for use. I also managed to pour sesame oil over the kitchen floor, so I'll be thinking of this dish a lot over the next week or so!",2013-03-09
363100,1562903,5,1,This was fantastic.My husband and I loved it and I didn&#039;t change a thing.,2014-03-05
88688,87023,4,1,I could not get the Cortas Pomegranate juice so I used the juice out of fresh pomegranate and a little port.  Port was mention when I went to substitutions site.  Then I did everything else as per recipe and refrigerated for 5 hours.  I cooked this in my turbo grill/oven as I don't have to turn anything over in this  so find it easier.  They came out very moist and tasty.,2004-05-02
88688,502504,5,1,This was so easy and so tasty.  I used pomegranate juice as I could not find the concentrate.  The Lamb was tender and juicy and oh so flavorful.  Thanks for sharing.,2008-06-10
88688,335614,5,1,"Oh, ~Rita~, this is a winner. I've always loved garlic and rosemary with lamb, and the pomegranate just really added a lovely layer of sweet and tart hiding just below the surface. I couldn't get the particular pomegranate juice you recommended, so I made a reduction of some regular Pom juice. I think next time, I might try it with a pomegranate cherry blend. It struck me as tasty. Thanks so much for sharing this.",2008-06-15
164331,197023,5,1,"A deliciously flavoursome mushroom lovers' cream sauce, which was even tastier than a - now long lost - variation of this I was fond of making years ago. I increased the garlic to six cloves, I added a teaspoon of fresh thyme and I used all of the portabello mushrooms - i.e. stems and gills - but otherwise made this exactly to the recipe. We enjoyed this with angel hair pasta and KITTENCAL's Easy Stir-Fried Zucchini and Garlic Recipe #71129. The marsala was fabulous in this. Thank you, KelBel: I'll be making this again!
",2006-04-25
164331,388651,5,1,I made this today.  It was fairly easy.  I used cremini & shitake mushrooms for the fresh mushrooms as that is all I could find today.  Other than that--I followed the recipe as written.  I served it over Rossi's Wild Mushroom Pasta.  It was so yummy!  Even though there is cream in this sauce--it is not heavy.  The flavor is so rich.  I will make this again.  I think it might go nicely with a grilled ribeye steak too.  Thanks for posting.,2007-05-17
164331,286566,5,1,Made one serve to have on toast for breakfast and wish I had doubled it - delicious :yummy:  Used field and button mushrooms and dry sherry for the marsala.  Thank you KelBel for another delicious keeper mushroom recipe to add to my cookbook.  Made for 123 Hit Wonders 2007.,2007-06-12
434797,222564,5,1,Excellent sauce for any Arabic meal!,2011-10-31
434797,86318,5,1,"I enjoyed this sauce on kabobs. This is my first time to taste harissa, and I think I like it a lot. Thank you very much for sharing this recipe with us.",2012-06-15
158467,297076,3,0,"This was just ""okay"". I think it would have been better if we put some thin salsa or rotel in with the soup or something. It was just missing some zip, a little bland, but edible. This is not like any King Ranch Chicken we've had before. We're going to have the leftovers with salsa on top :)",2006-12-30
66241,316717,5,1,very good! thanks for sharing!,2008-03-21
66241,60575,5,1,These were the best Pancakes I've ever made.  Light and fluffy (I think due to beating the eggs with an electric mixer) and not too sweet.,2008-03-24
66241,67899,5,1,"I just finished making these for breakfast this morning, and my entire family gave them 5 stars! I used soymilk mixed with 2 Tbsp lemon juice in place of the buttermilk for dietary reasons, and had to add a little bit more flour to get them to a good consistency, but they turned out perfect! The ""buttermilk"" gave them a wonderful flavor! Much better than our usual Bisquick pancakes. I'm sure we'll be having these again soon!",2003-08-02
66241,96451,5,1,"Excellent pancakes! Be careful not to ladle too much batter and make sure to spread it out as you pour into the pan, or else they'll be too thick. Made some with chocolate chips and some with blueberries, too, but plain are really tasty.",2004-01-04
66241,59780,5,1,"— posted Jul 26, 2003,Made these for breakfast today as my last recipe for ""pick your chef"". I have never been very successful at making regular pancakes, but this recipe worked for me! I did make the first few a little thick but by the end I had mastered pouring the right amount of batter. I made these with whole wheat flour and the kids still gobbled them down. Thanks for this great recipe! ***updated I made these today for a special breakfast and served these with Strawberry topping recipe#59564, whipped cream and icing sugar. Delicious!",2004-08-05
66241,85409,5,1,"These pancakes are wonderful.  The best I have ever had.  The buttermilk does make the difference.  I put choc chips in the kids, and blueberries in mine.  Thank you!",2004-08-21
66241,33369,5,1,Deliciously light and airy.  Tastes like a cross between pancakes and french toast.,2004-09-07
66241,42117,5,1,"Gave it a try as my first buttermilk pancake recipe. Outstanding. I will never need to search for another. I didn't have baking soda, so I used a bit extra baking powder. Light and Fluffy. MMMMMMM. ",2004-09-23
66241,165812,0,0,This was really simple and tasty. I will not ever buy a boxed mix again! ,2004-10-04
66241,134289,5,1,These pancakes were awesome.  I will make again. Light and fluffy.,2004-10-10
66241,122293,5,1,"These are the best, better than any mix or resturant, I make them about once a week they make great waffles also. ",2004-11-24
66241,138273,5,1,"Delicious, easy and makes light fluffy pancakes.",2004-12-06
66241,114112,0,0,Making it now...they better be good (I'm sure they are)!,2005-01-06
66241,60694,5,1,"Absolutely wonderful pancakes.  My husband mentioned how much he liked them, and he rarely says anything about what he is eating!  That alone is enough to give this recipe top stars!  These pancakes are also very filling.  Delicious!",2005-01-09
66241,164182,5,1,"Yum, yum!",2005-03-19
66241,166642,5,1,I made these for breakfast this morning and they turned out wonderful! They were so light and fluffy and flavorful. Thanks for sharing!,2008-04-05
66241,37026,5,1,"These were very good!! I made them as directed for the hubby and myself, then added a few chocolate chips to the tops of the pancakes as they were cooking.  They were light and fluffy and very tasty!! Even their color was nice and golden brown even if I left them on the griddle a little longer!! Very tasty and very easy prep!  A really good recipe!!",2005-04-03
66241,6651,5,1,"It was a rainy weekend and I was in need of some comfort food. I love pancakes made with buttermilk, and this was perfect.  I had just a drop of vanilla extract, so in addition to that I added some banana extract, which turned out very nice.  I have not made pancakes in quite some time, and these were wonderful, light, and fluffy.  ",2005-06-13
66241,176088,5,1,oh thank you so much for this recipe!!! I am so picky about buttermilk pancakes... my family can't tell the difference from one place to another but I can!!  My hubby and I went to a popular pancake restaurant in Surfers Paradise here in Australia and I didn't like them so looked for a recipe here and decided on this one and I am so glad I did because they were so delicious and even my hubby raves over them!!! ,2005-06-14
66241,189500,5,1,"These were so light and fluffy, and really delicious!  Thanks for sharing this great recipe :)",2005-07-05
66241,72243,5,1,"Made these this morning for my three year old grandaughter and dh.  Both loved them.  Great flavor and oh, so easy.  A definite keeper!!",2005-07-24
66241,137477,5,1,"This is a flavorful, fluffy pancake.  I omitted the salt and just used regular salted butter.  Very good with warm jam on top!",2005-07-29
66241,230557,5,1,"I premade several baggies of this recipe using dry buttermilk and later adding the melted butter and vanilla - so we could eat these while camping last month.  Worked great!  But FIRST I'd made them at home - and everyone (me, 3 boys and dh) all agreed they were the best ever.  Really!  Just the right texture, no nasty after taste like packaged mixes have, cooked perfectly and look beautiful.  Yum!",2005-09-06
66241,22015,5,1,"These were perfect.   Great flavor, nice and light, very easy to put together.   This goes into my ""must make again"" file.",2005-09-13
66241,243775,5,1,Excellent pancakes.  Light & fluffy - the vanilla gives them a great taste.  ,2006-01-31
66241,175824,5,1,Excellent flavor. These were soooo good and flavorful. They taste the way pancakes are supposed to taste. Delicious and light.  I will never again use the box mix again. I followed the recipe exactly. Loved the vanilla. Thank you for sharing such a great and easy recipe. ,2006-02-14
66241,191847,5,1,"So good, love the taste.  I make the batch, then put in a large zip loc and my kids just loving eating a plain pancake as a snack!",2006-02-24
66241,209743,5,1,Let me echo the sentiments of all the prior reviewers: yummy!!! I don't think that I will be able to go back to those boxed mixes anymore. Thank you for sharing such a great recipe!,2006-05-21
66241,118493,5,1,"Excellent recipe.  Have made several times and cut ingredients in half so there is just enough for hubby and I.  

Made the other day when friends were over.  Did not have buttermilk, so used a mixture of plain yogurt and milk to make buttermilk portion.  Turned out wonderful.  Would probably be good with vanilla yogurt too. ",2006-05-28
66241,155290,5,1,"My husband absolutely loved these pancakes. He raved to everybody about how good they were. We camp every weekend and guess what I have to make every weekend. Thank you, great receipe!",2006-06-15
66241,175492,5,1,"These are so very nice and light and fluffy, add to that the wonderful flavor.  You have my DH in Pancake Heaven.  Thank You for sharing this one with us.",2006-06-22
66241,63858,5,1,"These were the prettiest and tastiest pancakes I've ever made.  I think the melted butter gives it such a pretty color.  Thanks so much for posting.
Lisa",2006-06-23
66241,153971,5,1,Fantastic taste! This recipe is a winner and so easy to make. They smell wonderful and taste great even when they are reheated! Ty for posting the recipe...I loved these! :),2006-07-02
66241,107135,5,1, great recipe .dee,2006-07-10
66241,281399,5,1,"Great fluffy buttermilk pancakes, will be making these again! The key to fluffy pancakes is step one! Served with blueberry sauce. This is to die for! Thanks Nimrod for sharing this recipe.",2006-07-18
66241,302486,5,1,Loved these!Added fresh bluberries to half the batch.,2006-07-25
66241,169969,5,1,I originally made this recipe for Zaar World Tour 2006 and loved it! I have since made the recipe a number of times. I have decided that what I like best about this recipe is that the pancakes do not have an overwhelming flour taste like some recipes I have had in the past. The pancakes are light and fluffy and are good enough to be eaten without butter or syrup (although who in their right mind would do that!). Soooâ€¦.. Stack â€˜em high!!!  This recipe is great!,2006-08-09
66241,342234,5,1,"We've made this multiple times - the kids love it.  Nice, light pancakes, and very easy to make.",2006-10-07
66241,353579,5,1,"This recipe is very similar to the one I've been using for years from The Joy of Cooking, but beating the eggs a bit first seems to make a difference.  The pancakes were nice and fluffy.  A note of caution - I used salted butter and I should have cut back on the amount of salt I used because I could taste the salt.  Thanks for posting! ",2006-10-08
66241,145599,5,1,These were very nice. Light and fluffy and my kids enjoyed them. A nice change to our usual thicker pancake.,2006-10-20
66241,347822,4,1,Great pancakes - variations include 1 cup fresh blueberries for blueberry pancakes or 1 cup chocolate chips for chocolate chip pancakes.,2006-10-28
66241,173579,5,1,These were just wonderful.  The texture was just perfect!  Best I have ever made.  Will be making these many more times.  Thank you so much for posting this recipe.,2006-11-01
66241,280166,4,1,These were very light and tasty.  I substituted 1/2 cup buckwheat flour for the all purpose and they were still light.  Thanks!,2006-11-20
66241,397105,5,1,Just tried this recipe this morning. The pancakes turned to be fantastic! My bf said it was even better than the McDonald's pancakes! I halved the recipe and made 5 small pancakes which were just enough for two people in the morning. I used butter to grease the griddle instead of the vegetable oil. Thank you so much for sharing this!,2006-11-30
66241,282070,5,1,"I made these pancakes this morning.  1/2 of the batter with chocolate chips for my son.  They were delicous!  Everyone enjoyed them.  I even had about 8 pancakes leftover to freeze for quick breakfasts during the week.  Thanks for the great recipe!  It's going in my ""favorites"" cookbook.",2006-12-17
66241,109365,5,1,"Super easy, super delicious. Thank you!",2007-01-10
66241,350205,5,1,Loved it! I used fat free buttermilk and soy flour instead of regular flour and they came out great! Thanks for the recipe!!,2007-01-12
66241,381538,5,1,"These are so light and fluffy and the flavor is outstanding.  I made this recipe for my husband and myself and it made 6 huge pancakes!  I could only eat one and my husband ate 3, so next time I think i will cut the recipe in half.  I omitted salt because I used salted butter.",2007-01-24
66241,171920,5,1,"These were delicious.  I almost didn't need the syrup :)  The flavor was so much better than other recipes I'd tried before.  I added a spoonful of milk now and then to thin out the batter a little.  It made it more workable in terms of spreading.  Thanks, Nimz.",2007-02-05
66241,181725,5,1,"These were really good, I got rave reviews from my whole household (girlfriend, 3 roommates and a friend who was over) Will definitely make them again.",2007-02-20
66241,124249,5,1,"Made these for a breakfast I had with my two little granddaughters and they really liked these. They even ate them without syrup or butter. Thanks NimrodCook.

Bullwinkle.",2007-04-16
66241,54506,5,1,Pancake have good flavor and are moist.,2007-04-22
66241,348437,5,1,"I halved the recipe and added a little bit of cinnamon. They were very good, but a little thin. I would add another tablespoon of flour next time.",2007-04-27
66241,475321,5,1,"I always used box pancakes or bisquick and wondered why my pancakes were just ok and never as good as in the restaurants.  Well, after this recipe I will never make them out of the box again.  These are so good.",2007-05-19
66241,209837,5,1,Excellent recipe!  My family begs for these pancakes.  The flavor and texture are perfect!,2007-05-20
66241,11461,5,1,"Trying to use up some buttermilk, I came across this recipe.  Are we ever glad I did!  They were delicious and very light!  I had to pour boysenberry syrup on mine to keep them from floating off the plate!!  Thanks ~Nimz~!",2007-06-29
66241,344231,5,1,"EXCELLENT pancake recipe!!! Very, very nice. Thanks, Nimz. (:",2007-07-04
66241,223854,5,1,"I made this for *Zaar World Tour III* - This was so easy to make, I substituted the eggs for an egg replacer otherwise kept to the recipe.  They were light, fluffy and very yummy.  Thank you ~Nimz~",2007-07-08
66241,339260,5,1,Made for ZWT III.  I needed to use up some buttermilk that I had bought for a fried chicken recipe so I thought I would try these pancakes for breakfast.  Very good recipe.  Easy to whip together.,2007-07-09
66241,166413,4,1,Wonderful pancakes,2007-07-09
66241,265954,4,1,Very good pancakes.  I think the buttermilk makes all the difference.  Thanks so much for sharing!,2007-07-17
66241,37449,5,1,I made these for my DH for breakfast and he really liked them! I had a little taste and love the flavor! Thanks Nimz!,2008-04-08
66241,402559,5,1,"These were really good. I did double the sugar and vanilla and would do that again. Excellent pancakes, will make often, thanks!",2008-05-01
66241,37636,4,1,"These were very good! I loved the flavor and they cooked up quickly and easily. I just hoped they would be a touch more tender although I tried to be careful stirring. Next time I won't use the whisk, just a wooden spoon. Thank you.",2008-05-01
66241,329638,5,1,"I had tried several other pancake recipes and thought they were great, but those now pale by comparison. These are fantastic- light and fluffy and tasty and perfect. I sour my milk with lemon juice first, since I hardly ever keep buttermilk on hand, and use 1/2 tsp of almond extract occaisionally in place of the vanilla- really smells wonderful, and doesn't affect the taste a bit. My new standard for pancakes- so good that DH was bragging to his friend about them! Thanks for sharing! UPDATED:  Since we are trying to reduce the amount of white flour we eat, I made these this morning with 1 1/2 c whole wheat flour and 1/2 c rolled oats and 1 tsp cinnamon for some fantastically great whole-grain pancakes.  I loved the taste- hearty and slightly nutty, and I felt better about serving my family pancakes!  I did keep all other measurements and ingedients the same, except for souring my milk with vinegar.
.",2007-08-27
66241,368078,5,1,"OMG - these were SOOO good!!  We have tried lots of different pancake recipes, and my DH said these were the best he's had by far.  I agree!  They were easy to make (and an easy recipe to halve, as we only needed enough for 2 of us), and were light and fluffy.  The directions were easy and clear.  Thanks for posting such a wonderful recipe!  This will be the one we follow from now on when making pancakes.",2007-09-23
66241,269521,5,1,"5 Bright Stars!   Was searching for a pancake recipe this morning and there you were!   I cut the recipe in half for the two of us, and then made DH's pancakes plain, however sprinkled a couple tablespoons of Recipe #221683 on mine and they were WONDERFUL!
Thaks for sharing!",2007-10-07
66241,294089,5,1,"Wow, these are so good! I made these for breakfast this morning b/c I have a quart of buttermilk on hand for another recipe.  I halved the recipe and made 6 fluffy pancakes.  I topped them w/fresh strawberries and a little maple syrup.  Thanks for the recipe.  This is a keeper.",2007-10-07
66241,359220,4,1,"Not happy with my current pancake recipe (ie., Bisquick!), thought I'd try this recipe since I had some buttermilk left over from another recipe.  Just as easy as a mix and so much tastier!  I used all whole wheat flour instead of the regular as I was out, and had to add about another 1/4 cup buttermilk as I thought the batter was too thick.  My only complaint was that the pancakes browned long before the top had solidified enough to turn without it going everywhere.  So, not the prettiest pancakes, but smothered with margarine and cinnamon/sugar, very tasty.",2007-10-14
66241,513294,5,1,These were very good. They had a great consistency and thickness. Thanks for posting!,2007-10-20
66241,461834,5,1,"This were delicious!!  Made them for today's Sunday breakfast along with sausage and eggs.  The texture is great and the consistency is right, in that it is not too thick or thin.  I started out cooking them at 350 on griddle but had to up it to about 375, probably just my old griddle.
Made for potluck tag!!!  Thanks Nimz for another great recipe!!",2007-10-28
66241,112801,5,1,I have made this recipe several timea and they are excellent! They raise nice and high and the texture is really good.  They are very easy to put together and my husband and I both like them a lot.,2007-10-31
66241,149240,5,1,Did not and would not change a thing.  Delicious!  Thanks for sharing.,2007-11-25
66241,208755,5,1,"My pancakes are notoriously bad most of the time. This time they were really, really good. Light and fluffy, flavorful and just about perfect (the last one, of course, was the one with the exact right heat setting perfectly between low and medium - now I know).",2007-12-24
66241,498146,3,0,"These were way better than a mix, but still weren't as great as the local diner.  Not sure what was missing--butter, and a little more salt?  They were definitely thick and fluffy, but were missing something...",2008-01-06
66241,64203,5,1,This is a great pancake recipe! I like that it yields several servings and that they are light and fluffy!,2008-01-14
66241,8688,5,1,"It's no wonder these delicious pancakes have so many 5 star reviews!  They are wonderful! Light, Fluffy and Flavorful!  I did not add the entire amount of flour (used approximately 1 1/2 - 1 3/4 cups) because we like our pancakes thinner than most recipes. I also prepared this recipe in my blender .  I find it is easier to pour the batter from the blender container when making pancakes or waffles. Other than that, I served with a side of crisp bacon, pure Canadian Maple syrup and blueberry syrup.  Thanks for the wonderful breakfast, Nimz!",2008-01-20
66241,523888,5,1,"AMAZING!  Husband adores, kids can't get enough.  I make the recipe exactly as listed.  THANKS FOR SHARING!!!",2008-02-04
66241,126104,5,1,"Well, thank you Nimz and thank you Williams-Sonoma.  I will no longer toss their recipes away.

I didn't follow directions closely.  I whisked my egg (I cut the recipe in half).  I added wet ingredients and whisked and then the dry.  I used a spatula to mix the dry into the wet.

I used butter on my saute pan and hoped they'd be OK.  They were incredibly delicious.

These will now be my favorite pancakes also.  Don't miss trying these.",2008-02-05
66241,90148,5,1,"Way better than ""the box"".",2008-02-11
66241,383346,5,1,The only change I made was to use vegetable oil instead of butter.  And I omitted the salt.  These pancakes are delicious.  Thanks Nimz :)  Made for Zaar Star Game.,2008-03-01
66241,808027,5,1,These were the BEST.  I love buttermilk pancakes and these are light and fluffy.  I agree with the reviewer that said she doubled the sugar and vanilla (based on my kids' comments).  Will be making these again and again.,2008-05-18
66241,781083,5,1,"I wanted to make something different tonight for dinner and I chose these pancakes. They scored big with my family. I really liked them and will definitely make them again soon. In fact, why buy a boxed mixture when I can make tasty ones of my own. I did add about 1/2 cup of whole milk to thin it out a little for my own taste, and they were still good. I also added more sugar and vanilla for for my own taste. I topped them with a blueberry sauce and served with cheese eggs and sausages. My children loved it. I beat the mixture a little and stirred it with a spatula, even when I added more milk. My pancakes turned out just fine. They were tender, flavorful and fluffy. No complaints here. My daughter says ""they were the best pancakes ever"". I can't take all the credit so, Thanks for this great recipe.",2008-05-22
66241,314327,4,1,Good basic pancake recipe which is great when you have left-over buttermilk.,2008-05-26
66241,403428,5,1,"These were excellent. Loved the ""buttery"" taste.",2008-05-28
66241,748364,5,1,"These were amazing!  They were buttery, moist and fluffy!  Outstanding!  Thanks for the recipe!",2008-06-16
66241,511125,5,1,Really enjoyed these pancakes!  Hubby said they even smelled like restuarant pancakes!,2008-06-29
66241,378668,5,1,"Great easy recipe, thanks!",2008-07-10
66241,363393,5,1,Perfect texture and flavor. Restaurant quality for sure. Thanks for sharing!,2008-07-17
66241,443469,5,1,"I've been using this recipe for about 6 months now, and I thought it was high time I rated it.

This batter makes perfect, tender, fluffy, buttermilk pancakes.  (enough adjectives?)

A word on batter consistency:  I only mention this because I was worried about it the first time I used this recipe.  The batter is very thick.  I mean thick.  It was almost as thick as a muffin batter, but not quite.

Obviously it's easy enough to add some extra moisture, but after trying it ""as is"" I found that this thick consistency made for thicker, fluffier pancakes.

I also sometimes skip the vanilla extract if I don't have it, and find that the resulting pancakes are just as good.  

Great recipe!",2008-07-20
66241,803511,5,1,"I don't have buttermilk in the house often but when I do these are the pancakes that I will make.  Oh these are so good. They were easy to mix together and cooked up light and fluffy.  I did thin out the batter just a touch with some extra buttermilk but besides that followed the recipe as is.  Served with bacon, butter, and boysenberry syrup.  Yum!",2008-07-23
66241,91584,5,1,"Just like the ones we used to get at the ""mom and pop"" diners! Excellent recipe  :-)  I omitted the vanilla and cut the sugar to 1 TBSP. Otherwise, I made them up as stated. Yummy...thanks!",2008-07-26
66241,140132,5,1,"Wow, these are hands down the best homemade pancakes I've had.  I've tried pancakes from scratch, only to not like the taste.  These are delicious.  Thank you for posting.",2008-08-04
66241,600761,5,1,"Excellent! I've made these twice ~ once with regular white flour and once with 1/2 white and 1/2 wheat flour ~ and they've come out delicious both times.  This recipe is perfect for using up buttermilk or, even, for buying buttermilk in the first place! I also reduce the sugar to 1tbsp and use maple syrup as the topping. Thanks for posting!",2008-08-04
66241,426903,5,1,"We had these for dinner tonight and it was soooooo yummy! This recipe is so easy, that my husband actually cooked for me, which never happens. I think it is going to be my new favorite pancake recipe. Thanks so much for posting!!!",2008-08-17
66241,386585,5,1,Delish!!  Super easy and super tasty.  I'm thinking that you probably don't even need the vanilla extract and they would be good enough on their own.  Thanks for posting!,2008-08-18
66241,823509,5,1,Yes these are very very good.,2008-10-22
66241,226863,5,1,Fantastic!  Made for Football Tag Game.  I'm so glad I lost so I got to make this great tasting pancake recipe.  These are the lightest and fluffiest pancakes I've ever eaten.  Thanks for posting!,2008-11-02
66241,43216,5,1,"We love pancakes and I even make some for lunch sometimes for my children.
We like to try different recipes of pancakes and I have to say that these are just fantastic.
This recipe is a keeper for sure.

Thanks for sharing this recipe.
:0)",2008-11-17
66241,569951,5,1,"Very light , delicious and fluffy pancakes..even our daughter who said she doesn't care for pancakes came back for seconds!  Individually wrapped and froze the the leftovers to pop in the toaster on those mornings (or evenings) when not much time to cook.",2008-11-27
66241,350750,5,1,Wow! These pancakes are so great.  I love how they turn out all fluffy. I didn't have any buttermilk but subbed sour milk. Thanks for a great recipe.,2008-12-06
66241,269198,5,1,"Light and fluffy! We loved them, I had to had a little more buttermilk to the batter. Added a dash of cinnamon, cut the salt down to 1/2 teaspoon since I was using salted butter. I also added some maple flavoring along with the vanilla. Turned out great. I am freezing the leftovers in between wax paper and storing in a freezer bag for quick breakfasts during the week. Great recipe!",2008-12-15
66241,625680,5,1,"I found this recipe because my I offered my sister who's visiting to make her pancakes and she requested buttermilk. I had never made buttermilk pancakes so I had to make a test batch to see if they were special enough to make for my sister :D I was a bit worried with the batter as I'm used to a thicker consistensy but they came out wonderful! I made a mini pancake first to test out the flavor and found they needed a bit more sugar so I added 1 tbs more. 
Very fluffy and delicious pancakes!  I know my sister will love them!",2008-12-16
66241,18745,5,1,Usually my pancakes are a disaster. Not this recipe they were light and fluffy and oh so good. Made as directed only halved the recipe with good results. I did have to add a little more buttermilk so they would spread out a little. I will never make another pancake recipe again. Update:  We didn't finish all of the pancakes and I found they reheat nicely on defrost for 25 seconds turning once.,2009-01-06
66241,253066,5,1,yyyyYUUUUMMMMMMM!!!!!!  Very light and fluffy.  Really easy too!!!  No mo boxes for me!,2009-01-10
66241,888786,5,1,These were perfect.  Thanks for posting the recipe.  I ended up with a few leftover so we'll see how well they reheat after being frozen.  :-),2009-01-11
66241,176615,5,1,"Excellent pancakes! Fluffy, light  and just the right thickness. Used a Calphalon griddle pan, so no oil was needed to cook. Thanks for sharing the recipe!",2009-01-18
66241,827835,5,1,"These pancakes turned out perfect.  My DH is the pancake maker in our house and has his own secret recipe that everyone loves.  Well today, he wasn't able to make them, and I wowed the kids with these pancakes.  They were tasty, light and fluffy...perfect!  everyone loved them... they were yummy enough to eat with just a teeny dab of butter and some fresh strawberries and blackberries.  Thanks for a great recipe!",2009-01-18
66241,333017,5,1,"Ditto, ditto and ditto!  Fast, easy and delicious!!!  This is a winner!",2009-02-07
66241,573325,5,1,"OUTSTANDING Pancake recipe! I've never had a batter that easy to work with. This is so super easy to put together and tastes great! I really love the fluffy texture of these pancakes and their sweet but not overly sweet taste. I think this will be my favourite pancake recipe from now on. Thank you so much for sharing, Nimz!",2009-02-08
66241,648882,5,1,"Tried my great-grandmother's recipe and then tried this one.  This one won hands down!  Light, fluffy and so good on a cold Sunday morning.",2009-02-20
66241,359533,4,1,Delicious pancakes!,2009-02-23
66241,60260,5,1,Great recipe that was enjoyed by all.  I didn't use the mixer and just stirred it all by hand and it worked out just fine.  Cooked up easy and light and fluffy.  Thanks for sharing.,2009-02-24
66241,282761,0,0,"Today is fat tuesday...and I was on the hunt for a good pancake recipe...so I tried yours..
I divided the batter in two...
One half I added applesauce/choc chips to it
The other half..2 bananas (the kind you are ready to toss..) and blueberries.  We had a wonderful supper...thanks..
I will be adding your recipe to my recipe box for future use...thanks",2009-02-24
66241,756218,5,1,"I made these for breakfast yesterday and my DH who ""doesn't really like pancakes"" LOVED them, asked for more, and made sure I kept the recipe. I halved the recipe as it was just the 2 of us, and I used half all-purpose flour, half whole wheat flour. The result was a light, fluffy, flavorful breakfast. Definately our pancake recipe from now on! Thanks so much!",2009-03-13
66241,69863,5,1,"A big hit last night, had them for pudding with warmed syrup, cream and ice cream.  These don't have the baking powder taste so often found in crumpets/pancakes.  Thanks for sharing.",2009-03-24
66241,452940,5,1,"Great buttermilk pancake recipe! I quartered the recipe and got 3 large pancakes. The only con here is that the ingredients are not listed in the order used. Thanks for sharing this light, fluffy, and tasty pancake recipe. :)",2009-04-01
66241,628753,5,1,Evey other weekend I make pancakes with my neice. We have used variuos RZ recipes. This one was the best. We added strawberries and Choc chips for those that wanted. Will use again. Thanks,2009-04-04
